timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595243138083,8257,POST Login PT,500,Internal Server Error,Thread Group 1-1642,text,false,,15021,298,6183,6183,http://localhost:8084/PersonalTrainer/api/login,8257,0,0
1595243138005,8349,POST Login PT,500,Internal Server Error,Thread Group 1-1579,text,false,,15021,298,6188,6188,http://localhost:8084/PersonalTrainer/api/login,8349,0,0
1595243138013,8353,POST Login PT,500,Internal Server Error,Thread Group 1-1604,text,false,,15021,298,6188,6188,http://localhost:8084/PersonalTrainer/api/login,8353,0,1
1595243137996,8374,POST Login PT,500,Internal Server Error,Thread Group 1-1560,text,false,,15021,298,6188,6188,http://localhost:8084/PersonalTrainer/api/login,8374,0,0
1595243138049,8333,POST Login PT,500,Internal Server Error,Thread Group 1-1638,text,false,,15021,298,6193,6193,http://localhost:8084/PersonalTrainer/api/login,8333,0,0
1595243138001,8400,POST Login PT,500,Internal Server Error,Thread Group 1-1570,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8400,0,0
1595243138099,8316,POST Login PT,500,Internal Server Error,Thread Group 1-1677,text,false,,11739,298,6199,6199,http://localhost:8084/PersonalTrainer/api/login,8316,0,0
1595243138084,8331,POST Login PT,500,Internal Server Error,Thread Group 1-1644,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8331,0,0
1595243138088,8339,POST Login PT,500,Internal Server Error,Thread Group 1-1651,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8339,0,0
1595243138006,8433,POST Login PT,500,Internal Server Error,Thread Group 1-1584,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8433,0,1
1595243138005,8437,POST Login PT,500,Internal Server Error,Thread Group 1-1580,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8437,0,0
1595243138022,8433,POST Login PT,500,Internal Server Error,Thread Group 1-1621,text,false,,15021,298,6198,6198,http://localhost:8084/PersonalTrainer/api/login,8433,0,0
1595243138088,8371,POST Login PT,500,Internal Server Error,Thread Group 1-1649,text,false,,11739,298,6197,6197,http://localhost:8084/PersonalTrainer/api/login,8371,0,0
1595243138071,8391,POST Login PT,500,Internal Server Error,Thread Group 1-1640,text,false,,15021,298,6199,6199,http://localhost:8084/PersonalTrainer/api/login,8391,0,0
1595243138012,8456,POST Login PT,500,Internal Server Error,Thread Group 1-1601,text,false,,15021,298,6199,6199,http://localhost:8084/PersonalTrainer/api/login,8456,0,0
1595243138089,8386,POST Login PT,500,Internal Server Error,Thread Group 1-1652,text,false,,15021,298,6200,6200,http://localhost:8084/PersonalTrainer/api/login,8386,0,0
1595243138026,8451,POST Login PT,500,Internal Server Error,Thread Group 1-1626,text,false,,15021,298,6201,6201,http://localhost:8084/PersonalTrainer/api/login,8451,0,0
1595243138016,8463,POST Login PT,500,Internal Server Error,Thread Group 1-1611,text,false,,15021,298,6200,6200,http://localhost:8084/PersonalTrainer/api/login,8463,0,0
1595243138130,8352,POST Login PT,500,Internal Server Error,Thread Group 1-1710,text,false,,11739,298,6200,6200,http://localhost:8084/PersonalTrainer/api/login,8352,0,1
1595243138133,8354,POST Login PT,500,Internal Server Error,Thread Group 1-1726,text,false,,11739,298,6200,6200,http://localhost:8084/PersonalTrainer/api/login,8354,0,1
1595243138010,8480,POST Login PT,500,Internal Server Error,Thread Group 1-1596,text,false,,15021,298,6200,6200,http://localhost:8084/PersonalTrainer/api/login,8480,0,0
1595243137995,8499,POST Login PT,500,Internal Server Error,Thread Group 1-1555,text,false,,15021,298,6202,6202,http://localhost:8084/PersonalTrainer/api/login,8499,0,0
1595243138016,8480,POST Login PT,500,Internal Server Error,Thread Group 1-1610,text,false,,15021,298,6202,6202,http://localhost:8084/PersonalTrainer/api/login,8480,0,0
1595243138002,8501,POST Login PT,500,Internal Server Error,Thread Group 1-1573,text,false,,15021,298,6205,6205,http://localhost:8084/PersonalTrainer/api/login,8500,0,0
1595243138089,8416,POST Login PT,500,Internal Server Error,Thread Group 1-1653,text,false,,15021,298,6204,6204,http://localhost:8084/PersonalTrainer/api/login,8416,0,0
1595243137995,8514,POST Login PT,500,Internal Server Error,Thread Group 1-1554,text,false,,15021,298,6204,6204,http://localhost:8084/PersonalTrainer/api/login,8514,0,0
1595243138090,8423,POST Login PT,500,Internal Server Error,Thread Group 1-1659,text,false,,15021,298,6207,6207,http://localhost:8084/PersonalTrainer/api/login,8423,0,0
1595243137966,8557,POST Login PT,200,OK,Thread Group 1-1489,text,true,,357,298,6208,6208,http://localhost:8084/PersonalTrainer/api/login,8557,0,0
1595243138021,8512,POST Login PT,500,Internal Server Error,Thread Group 1-1618,text,false,,15021,298,6212,6212,http://localhost:8084/PersonalTrainer/api/login,8512,0,0
1595243138027,8512,POST Login PT,500,Internal Server Error,Thread Group 1-1631,text,false,,15021,298,6211,6211,http://localhost:8084/PersonalTrainer/api/login,8512,0,0
1595243138013,8529,POST Login PT,500,Internal Server Error,Thread Group 1-1603,text,false,,15021,298,6210,6210,http://localhost:8084/PersonalTrainer/api/login,8529,0,0
1595243138003,8545,POST Login PT,500,Internal Server Error,Thread Group 1-1577,text,false,,15021,298,6212,6212,http://localhost:8084/PersonalTrainer/api/login,8545,0,0
1595243138105,8443,POST Login PT,500,Internal Server Error,Thread Group 1-1697,text,false,,11739,298,6212,6212,http://localhost:8084/PersonalTrainer/api/login,8443,0,0
1595243138093,8465,POST Login PT,500,Internal Server Error,Thread Group 1-1661,text,false,,11739,298,6222,6222,http://localhost:8084/PersonalTrainer/api/login,8465,0,0
1595243138106,8452,POST Login PT,500,Internal Server Error,Thread Group 1-1700,text,false,,13832,298,6221,6221,http://localhost:8084/PersonalTrainer/api/login,8452,0,0
1595243138097,8467,POST Login PT,500,Internal Server Error,Thread Group 1-1671,text,false,,11739,298,6220,6220,http://localhost:8084/PersonalTrainer/api/login,8467,0,0
1595243138098,8480,POST Login PT,500,Internal Server Error,Thread Group 1-1673,text,false,,11739,298,6221,6221,http://localhost:8084/PersonalTrainer/api/login,8480,0,0
1595243138155,8443,POST Login PT,500,Internal Server Error,Thread Group 1-1733,text,false,,15021,298,6228,6228,http://localhost:8084/PersonalTrainer/api/login,8443,0,0
1595243138109,8503,POST Login PT,500,Internal Server Error,Thread Group 1-1706,text,false,,15021,298,6232,6232,http://localhost:8084/PersonalTrainer/api/login,8503,0,0
1595243138185,8434,POST Login PT,500,Internal Server Error,Thread Group 1-1742,text,false,,11739,298,6234,6234,http://localhost:8084/PersonalTrainer/api/login,8434,0,0
1595243138156,8466,POST Login PT,200,OK,Thread Group 1-1735,text,true,,357,298,6233,6233,http://localhost:8084/PersonalTrainer/api/login,8466,0,0
1595243138131,8510,POST Login PT,500,Internal Server Error,Thread Group 1-1721,text,false,,15021,298,6240,6240,http://localhost:8084/PersonalTrainer/api/login,8510,0,0
1595243138195,8447,POST Login PT,200,OK,Thread Group 1-1750,text,true,,357,298,6239,6239,http://localhost:8084/PersonalTrainer/api/login,8447,0,1
1595243138107,8550,POST Login PT,500,Internal Server Error,Thread Group 1-1702,text,false,,11739,298,6242,6242,http://localhost:8084/PersonalTrainer/api/login,8550,0,0
1595243138000,8671,POST Login PT,500,Internal Server Error,Thread Group 1-1567,text,false,,15021,298,6244,6244,http://localhost:8084/PersonalTrainer/api/login,8671,0,0
1595243138191,8483,POST Login PT,200,OK,Thread Group 1-1744,text,true,,357,298,6243,6243,http://localhost:8084/PersonalTrainer/api/login,8483,0,0
1595243138208,8468,POST Login PT,200,OK,Thread Group 1-1755,text,true,,357,298,6242,6242,http://localhost:8084/PersonalTrainer/api/login,8468,0,0
1595243138207,8474,POST Login PT,200,OK,Thread Group 1-1754,text,true,,357,298,6243,6243,http://localhost:8084/PersonalTrainer/api/login,8474,0,0
1595243138208,8478,POST Login PT,200,OK,Thread Group 1-1757,text,true,,357,298,6245,6245,http://localhost:8084/PersonalTrainer/api/login,8478,0,0
1595243138208,8487,POST Login PT,200,OK,Thread Group 1-1756,text,true,,357,298,6247,6247,http://localhost:8084/PersonalTrainer/api/login,8487,0,0
1595243138208,8493,POST Login PT,200,OK,Thread Group 1-1758,text,true,,357,298,6248,6248,http://localhost:8084/PersonalTrainer/api/login,8493,0,1
1595243138211,8495,POST Login PT,200,OK,Thread Group 1-1752,text,true,,357,298,6248,6248,http://localhost:8084/PersonalTrainer/api/login,8495,0,0
1595243138211,8496,POST Login PT,200,OK,Thread Group 1-1759,text,true,,357,298,6247,6247,http://localhost:8084/PersonalTrainer/api/login,8496,0,1
1595243138090,8619,POST Login PT,500,Internal Server Error,Thread Group 1-1657,text,false,,15021,298,6246,6246,http://localhost:8084/PersonalTrainer/api/login,8619,0,0
1595243138006,8710,POST Login PT,500,Internal Server Error,Thread Group 1-1583,text,false,,15021,298,6247,6247,http://localhost:8084/PersonalTrainer/api/login,8710,0,0
1595243138104,8622,POST Login PT,500,Internal Server Error,Thread Group 1-1695,text,false,,15021,298,6249,6249,http://localhost:8084/PersonalTrainer/api/login,8622,0,0
1595243138000,8729,POST Login PT,500,Internal Server Error,Thread Group 1-1566,text,false,,15021,298,6248,6248,http://localhost:8084/PersonalTrainer/api/login,8729,0,0
1595243138007,8724,POST Login PT,500,Internal Server Error,Thread Group 1-1585,text,false,,15021,298,6247,6247,http://localhost:8084/PersonalTrainer/api/login,8724,0,0
1595243138132,8607,POST Login PT,500,Internal Server Error,Thread Group 1-1724,text,false,,11739,298,6250,6250,http://localhost:8084/PersonalTrainer/api/login,8607,0,0
1595243138103,8640,POST Login PT,500,Internal Server Error,Thread Group 1-1692,text,false,,15021,298,6250,6250,http://localhost:8084/PersonalTrainer/api/login,8640,0,0
1595243138100,8644,POST Login PT,500,Internal Server Error,Thread Group 1-1681,text,false,,15021,298,6249,6249,http://localhost:8084/PersonalTrainer/api/login,8644,0,1
1595243138084,8663,POST Login PT,500,Internal Server Error,Thread Group 1-1645,text,false,,15021,298,6250,6250,http://localhost:8084/PersonalTrainer/api/login,8663,0,0
1595243138108,8642,POST Login PT,500,Internal Server Error,Thread Group 1-1704,text,false,,15021,298,6249,6249,http://localhost:8084/PersonalTrainer/api/login,8642,0,0
1595243138098,8655,POST Login PT,500,Internal Server Error,Thread Group 1-1672,text,false,,15021,298,6248,6248,http://localhost:8084/PersonalTrainer/api/login,8655,0,0
1595243138108,8647,POST Login PT,500,Internal Server Error,Thread Group 1-1705,text,false,,15021,298,6247,6247,http://localhost:8084/PersonalTrainer/api/login,8647,0,0
1595243138088,8678,POST Login PT,500,Internal Server Error,Thread Group 1-1648,text,false,,15021,298,6251,6251,http://localhost:8084/PersonalTrainer/api/login,8678,0,0
1595243138109,8660,POST Login PT,500,Internal Server Error,Thread Group 1-1707,text,false,,15021,298,6250,6250,http://localhost:8084/PersonalTrainer/api/login,8660,0,0
1595243138110,8670,POST Login PT,500,Internal Server Error,Thread Group 1-1708,text,false,,15021,298,6256,6256,http://localhost:8084/PersonalTrainer/api/login,8670,0,0
1595243138184,8603,POST Login PT,500,Internal Server Error,Thread Group 1-1740,text,false,,11739,298,6255,6255,http://localhost:8084/PersonalTrainer/api/login,8602,0,0
1595243138151,8646,POST Login PT,500,Internal Server Error,Thread Group 1-1728,text,false,,15021,298,6259,6259,http://localhost:8084/PersonalTrainer/api/login,8646,0,0
1595243138049,8754,POST Login PT,500,Internal Server Error,Thread Group 1-1637,text,false,,15021,298,6260,6260,http://localhost:8084/PersonalTrainer/api/login,8754,0,0
1595243138107,8702,POST Login PT,500,Internal Server Error,Thread Group 1-1703,text,false,,15021,298,6259,6259,http://localhost:8084/PersonalTrainer/api/login,8701,0,0
1595243138103,8716,POST Login PT,500,Internal Server Error,Thread Group 1-1690,text,false,,15021,298,6263,6263,http://localhost:8084/PersonalTrainer/api/login,8716,0,2
1595243137994,8829,POST Login PT,500,Internal Server Error,Thread Group 1-1550,text,false,,15021,298,6262,6262,http://localhost:8084/PersonalTrainer/api/login,8829,0,0
1595243138131,8703,POST Login PT,500,Internal Server Error,Thread Group 1-1720,text,false,,15021,298,6267,6267,http://localhost:8084/PersonalTrainer/api/login,8703,0,0
1595243138131,8708,POST Login PT,500,Internal Server Error,Thread Group 1-1715,text,false,,15021,298,6266,6266,http://localhost:8084/PersonalTrainer/api/login,8708,0,1
1595243138184,8655,POST Login PT,500,Internal Server Error,Thread Group 1-1741,text,false,,13832,298,6266,6266,http://localhost:8084/PersonalTrainer/api/login,8655,0,0
1595243138152,8704,POST Login PT,500,Internal Server Error,Thread Group 1-1729,text,false,,15021,298,6268,6268,http://localhost:8084/PersonalTrainer/api/login,8704,0,0
1595243138100,8788,POST Login PT,500,Internal Server Error,Thread Group 1-1680,text,false,,15021,298,6279,6279,http://localhost:8084/PersonalTrainer/api/login,8788,0,0
1595243138191,8699,POST Login PT,500,Internal Server Error,Thread Group 1-1743,text,false,,11739,298,6278,6278,http://localhost:8084/PersonalTrainer/api/login,8699,0,0
1595243137996,8916,POST Login PT,500,Internal Server Error,Thread Group 1-1559,text,false,,15021,298,6281,6281,http://localhost:8084/PersonalTrainer/api/login,8916,0,0
1595243138103,8821,POST Login PT,500,Internal Server Error,Thread Group 1-1693,text,false,,15021,298,6286,6286,http://localhost:8084/PersonalTrainer/api/login,8821,0,0
1595243138155,8775,POST Login PT,500,Internal Server Error,Thread Group 1-1734,text,false,,15021,298,6285,6285,http://localhost:8084/PersonalTrainer/api/login,8775,0,1
1595243138104,8835,POST Login PT,500,Internal Server Error,Thread Group 1-1696,text,false,,15021,298,6289,6289,http://localhost:8084/PersonalTrainer/api/login,8835,0,0
1595243138193,8749,POST Login PT,500,Internal Server Error,Thread Group 1-1749,text,false,,11739,298,6288,6288,http://localhost:8084/PersonalTrainer/api/login,8749,0,0
1595243138105,8862,POST Login PT,500,Internal Server Error,Thread Group 1-1699,text,false,,15021,298,6299,6299,http://localhost:8084/PersonalTrainer/api/login,8862,0,0
1595243138097,8880,POST Login PT,500,Internal Server Error,Thread Group 1-1669,text,false,,11739,298,6304,6304,http://localhost:8084/PersonalTrainer/api/login,8880,0,0
1595243138006,8995,POST Login PT,500,Internal Server Error,Thread Group 1-1582,text,false,,15021,298,6304,6304,http://localhost:8084/PersonalTrainer/api/login,8995,0,0
1595243138088,8913,POST Login PT,500,Internal Server Error,Thread Group 1-1650,text,false,,15021,298,6304,6304,http://localhost:8084/PersonalTrainer/api/login,8913,0,0
1595243138063,8938,POST Login PT,500,Internal Server Error,Thread Group 1-1639,text,false,,15021,298,6304,6304,http://localhost:8084/PersonalTrainer/api/login,8938,0,0
1595243138020,8982,POST Login PT,500,Internal Server Error,Thread Group 1-1616,text,false,,15021,298,6301,6301,http://localhost:8084/PersonalTrainer/api/login,8982,0,0
1595243138133,8870,POST Login PT,500,Internal Server Error,Thread Group 1-1727,text,false,,15021,298,6300,6300,http://localhost:8084/PersonalTrainer/api/login,8870,0,0
1595243138110,8908,POST Login PT,500,Internal Server Error,Thread Group 1-1709,text,false,,15021,298,6308,6308,http://localhost:8084/PersonalTrainer/api/login,8908,0,16
1595243138349,8673,POST Login PT,500,Internal Server Error,Thread Group 1-1792,text,false,,11739,298,6312,6312,http://localhost:8084/PersonalTrainer/api/login,8673,0,0
1595243137991,9044,POST Login PT,500,Internal Server Error,Thread Group 1-1549,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,9044,0,0
1595243138099,8936,POST Login PT,500,Internal Server Error,Thread Group 1-1674,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8936,0,0
1595243138355,8680,POST Login PT,500,Internal Server Error,Thread Group 1-1801,text,false,,11739,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8680,0,0
1595243138102,8934,POST Login PT,500,Internal Server Error,Thread Group 1-1688,text,false,,15021,298,6313,6313,http://localhost:8084/PersonalTrainer/api/login,8934,0,0
1595243138015,9026,POST Login PT,500,Internal Server Error,Thread Group 1-1609,text,false,,15021,298,6312,6312,http://localhost:8084/PersonalTrainer/api/login,9026,0,0
1595243138127,8919,POST Login PT,500,Internal Server Error,Thread Group 1-1714,text,false,,15021,298,6313,6313,http://localhost:8084/PersonalTrainer/api/login,8919,0,0
1595243138012,9035,POST Login PT,500,Internal Server Error,Thread Group 1-1600,text,false,,15021,298,6312,6312,http://localhost:8084/PersonalTrainer/api/login,9035,0,0
1595243138106,8945,POST Login PT,500,Internal Server Error,Thread Group 1-1701,text,false,,15021,298,6316,6316,http://localhost:8084/PersonalTrainer/api/login,8945,0,0
1595243138101,8951,POST Login PT,500,Internal Server Error,Thread Group 1-1685,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8951,0,0
1595243138179,8879,POST Login PT,500,Internal Server Error,Thread Group 1-1738,text,false,,15021,298,6316,6316,http://localhost:8084/PersonalTrainer/api/login,8879,0,0
1595243138102,8958,POST Login PT,500,Internal Server Error,Thread Group 1-1689,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8958,0,1
1595243138105,8958,POST Login PT,500,Internal Server Error,Thread Group 1-1698,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8958,0,0
1595243138131,8934,POST Login PT,500,Internal Server Error,Thread Group 1-1719,text,false,,15021,298,6316,6316,http://localhost:8084/PersonalTrainer/api/login,8934,0,0
1595243138192,8876,POST Login PT,500,Internal Server Error,Thread Group 1-1745,text,false,,15021,298,6315,6315,http://localhost:8084/PersonalTrainer/api/login,8876,0,0
1595243138027,9045,POST Login PT,500,Internal Server Error,Thread Group 1-1628,text,false,,15021,298,6318,6318,http://localhost:8084/PersonalTrainer/api/login,9045,0,0
1595243138126,8951,POST Login PT,500,Internal Server Error,Thread Group 1-1712,text,false,,15021,298,6322,6322,http://localhost:8084/PersonalTrainer/api/login,8951,0,0
1595243138193,8884,POST Login PT,500,Internal Server Error,Thread Group 1-1747,text,false,,11739,298,6322,6322,http://localhost:8084/PersonalTrainer/api/login,8884,0,0
1595243138101,8982,POST Login PT,500,Internal Server Error,Thread Group 1-1686,text,false,,15021,298,6320,6320,http://localhost:8084/PersonalTrainer/api/login,8982,0,0
1595243138179,8908,POST Login PT,500,Internal Server Error,Thread Group 1-1739,text,false,,15021,298,6320,6320,http://localhost:8084/PersonalTrainer/api/login,8907,0,0
1595243138103,8989,POST Login PT,500,Internal Server Error,Thread Group 1-1691,text,false,,15021,298,6321,6321,http://localhost:8084/PersonalTrainer/api/login,8989,0,0
1595243138131,8964,POST Login PT,500,Internal Server Error,Thread Group 1-1718,text,false,,15021,298,6320,6320,http://localhost:8084/PersonalTrainer/api/login,8964,0,1
1595243138101,9000,POST Login PT,500,Internal Server Error,Thread Group 1-1683,text,false,,15021,298,6325,6325,http://localhost:8084/PersonalTrainer/api/login,9000,0,0
1595243138203,8899,POST Login PT,500,Internal Server Error,Thread Group 1-1751,text,false,,11739,298,6325,6325,http://localhost:8084/PersonalTrainer/api/login,8899,0,0
1595243138097,9008,POST Login PT,500,Internal Server Error,Thread Group 1-1670,text,false,,15021,298,6331,6331,http://localhost:8084/PersonalTrainer/api/login,9008,0,0
1595243138101,9009,POST Login PT,500,Internal Server Error,Thread Group 1-1684,text,false,,15021,298,6334,6334,http://localhost:8084/PersonalTrainer/api/login,9009,0,0
1595243138002,9113,POST Login PT,500,Internal Server Error,Thread Group 1-1574,text,false,,15021,298,6335,6335,http://localhost:8084/PersonalTrainer/api/login,9113,0,0
1595243137943,9173,POST Login PT,200,OK,Thread Group 1-1438,text,true,,357,298,6334,6334,http://localhost:8084/PersonalTrainer/api/login,9173,0,0
1595243138126,8997,POST Login PT,500,Internal Server Error,Thread Group 1-1713,text,false,,15021,298,6342,6342,http://localhost:8084/PersonalTrainer/api/login,8997,0,1
1595243138212,8913,POST Login PT,200,OK,Thread Group 1-1763,text,true,,357,298,6344,6344,http://localhost:8084/PersonalTrainer/api/login,8913,0,0
1595243138131,8996,POST Login PT,500,Internal Server Error,Thread Group 1-1723,text,false,,15021,298,6345,6345,http://localhost:8084/PersonalTrainer/api/login,8996,0,0
1595243138287,8843,POST Login PT,500,Internal Server Error,Thread Group 1-1776,text,false,,11739,298,6344,6344,http://localhost:8084/PersonalTrainer/api/login,8843,0,0
1595243138207,8930,POST Login PT,500,Internal Server Error,Thread Group 1-1753,text,false,,15021,298,6350,6350,http://localhost:8084/PersonalTrainer/api/login,8930,0,0
1595243138100,9041,POST Login PT,500,Internal Server Error,Thread Group 1-1682,text,false,,15021,298,6353,6353,http://localhost:8084/PersonalTrainer/api/login,9041,0,1
1595243138152,8993,POST Login PT,500,Internal Server Error,Thread Group 1-1730,text,false,,15021,298,6359,6359,http://localhost:8084/PersonalTrainer/api/login,8993,0,0
1595243138133,9015,POST Login PT,500,Internal Server Error,Thread Group 1-1725,text,false,,15021,298,6361,6361,http://localhost:8084/PersonalTrainer/api/login,9015,0,0
1595243138131,9028,POST Login PT,500,Internal Server Error,Thread Group 1-1716,text,false,,11739,298,6376,6376,http://localhost:8084/PersonalTrainer/api/login,9028,0,1
1595243138239,8924,POST Login PT,500,Internal Server Error,Thread Group 1-1766,text,false,,11739,298,6385,6385,http://localhost:8084/PersonalTrainer/api/login,8924,0,1
1595243138375,8795,POST Login PT,500,Internal Server Error,Thread Group 1-1838,text,false,,11739,298,6385,6385,http://localhost:8084/PersonalTrainer/api/login,8795,0,0
1595243138316,8874,POST Login PT,500,Internal Server Error,Thread Group 1-1783,text,false,,15021,298,6407,6407,http://localhost:8084/PersonalTrainer/api/login,8874,0,0
1595243138369,8833,POST Login PT,500,Internal Server Error,Thread Group 1-1819,text,false,,15021,298,6421,6421,http://localhost:8084/PersonalTrainer/api/login,8833,0,0
1595243138090,9125,POST Login PT,500,Internal Server Error,Thread Group 1-1656,text,false,,15021,298,6430,6430,http://localhost:8084/PersonalTrainer/api/login,9125,0,0
1595243138372,8851,POST Login PT,500,Internal Server Error,Thread Group 1-1832,text,false,,11739,298,6437,6437,http://localhost:8084/PersonalTrainer/api/login,8851,0,0
1595243138370,8871,POST Login PT,500,Internal Server Error,Thread Group 1-1824,text,false,,11739,298,6440,6440,http://localhost:8084/PersonalTrainer/api/login,8871,0,0
1595243138393,8851,POST Login PT,500,Internal Server Error,Thread Group 1-1844,text,false,,11739,298,6443,6443,http://localhost:8084/PersonalTrainer/api/login,8851,0,1
1595243138368,8877,POST Login PT,500,Internal Server Error,Thread Group 1-1817,text,false,,11739,298,6442,6442,http://localhost:8084/PersonalTrainer/api/login,8877,0,0
1595243138323,8924,POST Login PT,500,Internal Server Error,Thread Group 1-1787,text,false,,11739,298,6441,6441,http://localhost:8084/PersonalTrainer/api/login,8924,0,0
1595243138317,8932,POST Login PT,500,Internal Server Error,Thread Group 1-1785,text,false,,13832,298,6440,6440,http://localhost:8084/PersonalTrainer/api/login,8932,0,0
1595243138359,8910,POST Login PT,500,Internal Server Error,Thread Group 1-1803,text,false,,11739,298,6451,6451,http://localhost:8084/PersonalTrainer/api/login,8910,0,0
1595243138364,8927,POST Login PT,500,Internal Server Error,Thread Group 1-1811,text,false,,15021,298,6476,6476,http://localhost:8084/PersonalTrainer/api/login,8927,0,0
1595243138315,8986,POST Login PT,500,Internal Server Error,Thread Group 1-1784,text,false,,15021,298,6483,6483,http://localhost:8084/PersonalTrainer/api/login,8986,0,1
1595243138287,9027,POST Login PT,500,Internal Server Error,Thread Group 1-1777,text,false,,15021,298,6492,6492,http://localhost:8084/PersonalTrainer/api/login,9027,0,0
1595243138212,9119,POST Login PT,500,Internal Server Error,Thread Group 1-1761,text,false,,15021,298,6509,6509,http://localhost:8084/PersonalTrainer/api/login,9119,0,0
1595243138275,9076,POST Login PT,500,Internal Server Error,Thread Group 1-1773,text,false,,15021,298,6530,6530,http://localhost:8084/PersonalTrainer/api/login,9076,0,0
1595243138354,8997,POST Login PT,500,Internal Server Error,Thread Group 1-1800,text,false,,15021,298,6529,6529,http://localhost:8084/PersonalTrainer/api/login,8997,0,0
1595243138023,9340,POST Login PT,500,Internal Server Error,Thread Group 1-1623,text,false,,15021,298,6542,6542,http://localhost:8084/PersonalTrainer/api/login,9339,0,0
1595243138193,9170,POST Login PT,500,Internal Server Error,Thread Group 1-1748,text,false,,15021,298,6541,6541,http://localhost:8084/PersonalTrainer/api/login,9170,0,0
1595243138276,9095,POST Login PT,500,Internal Server Error,Thread Group 1-1774,text,false,,15021,298,6551,6551,http://localhost:8084/PersonalTrainer/api/login,9095,0,0
1595243138227,9156,POST Login PT,500,Internal Server Error,Thread Group 1-1765,text,false,,15021,298,6564,6564,http://localhost:8084/PersonalTrainer/api/login,9156,0,0
1595243138167,9224,POST Login PT,500,Internal Server Error,Thread Group 1-1737,text,false,,15021,298,6572,6572,http://localhost:8084/PersonalTrainer/api/login,9223,0,0
1595243138366,9029,POST Login PT,500,Internal Server Error,Thread Group 1-1816,text,false,,15021,298,6572,6572,http://localhost:8084/PersonalTrainer/api/login,9029,0,0
1595243138288,9191,POST Login PT,500,Internal Server Error,Thread Group 1-1778,text,false,,15021,298,6618,6618,http://localhost:8084/PersonalTrainer/api/login,9191,0,0
1595243138363,9116,POST Login PT,500,Internal Server Error,Thread Group 1-1805,text,false,,15021,298,6618,6618,http://localhost:8084/PersonalTrainer/api/login,9116,0,0
1595243138364,9118,POST Login PT,500,Internal Server Error,Thread Group 1-1809,text,false,,15021,298,6616,6616,http://localhost:8084/PersonalTrainer/api/login,9118,0,0
1595243138374,9113,POST Login PT,500,Internal Server Error,Thread Group 1-1837,text,false,,11739,298,6615,6615,http://localhost:8084/PersonalTrainer/api/login,9113,0,0
1595243138127,9370,POST Login PT,500,Internal Server Error,Thread Group 1-1711,text,false,,15021,298,6616,6616,http://localhost:8084/PersonalTrainer/api/login,9370,0,0
1595243138153,9388,POST Login PT,500,Internal Server Error,Thread Group 1-1731,text,false,,15021,298,6620,6620,http://localhost:8084/PersonalTrainer/api/login,9388,0,0
1595243138006,9535,POST Login PT,500,Internal Server Error,Thread Group 1-1581,text,false,,15021,298,6619,6619,http://localhost:8084/PersonalTrainer/api/login,9535,0,0
1595243138289,9252,POST Login PT,500,Internal Server Error,Thread Group 1-1779,text,false,,15021,298,6618,6618,http://localhost:8084/PersonalTrainer/api/login,9252,0,0
1595243138369,9175,POST Login PT,500,Internal Server Error,Thread Group 1-1821,text,false,,15021,298,6618,6618,http://localhost:8084/PersonalTrainer/api/login,9175,0,0
1595243138243,9303,POST Login PT,500,Internal Server Error,Thread Group 1-1768,text,false,,15021,298,6617,6617,http://localhost:8084/PersonalTrainer/api/login,9303,0,0
1595243138159,9393,POST Login PT,500,Internal Server Error,Thread Group 1-1736,text,false,,15021,298,6616,6616,http://localhost:8084/PersonalTrainer/api/login,9393,0,0
1595243138102,9450,POST Login PT,500,Internal Server Error,Thread Group 1-1687,text,false,,15021,298,6616,6616,http://localhost:8084/PersonalTrainer/api/login,9450,0,0
1595243138375,9177,POST Login PT,500,Internal Server Error,Thread Group 1-1839,text,false,,11739,298,6615,6615,http://localhost:8084/PersonalTrainer/api/login,9177,0,0
1595243138370,9185,POST Login PT,500,Internal Server Error,Thread Group 1-1825,text,false,,15021,298,6614,6614,http://localhost:8084/PersonalTrainer/api/login,9185,0,1
1595243138366,9193,POST Login PT,500,Internal Server Error,Thread Group 1-1815,text,false,,15021,298,6613,6613,http://localhost:8084/PersonalTrainer/api/login,9193,0,0
1595243138364,9201,POST Login PT,500,Internal Server Error,Thread Group 1-1808,text,false,,15021,298,6612,6612,http://localhost:8084/PersonalTrainer/api/login,9201,0,0
